13.5449,19.8209,11.7671,37.9851,26.6039,38.6594,19.848,42.6862,35.574,33.8524,35.8931,45.869,46.506,47.6179,48.42,48.7907,46.7336,54.4192,54.5372,56.761,56.8148,56.6535,59.5774,60.0884,60.292,60.4177,60.6567,61.1083,61.3261,61.0903,61.3214,62.0364,61.5798,61.7067,61.9347,62.0762,61.8907,62.3922,62.437,62.1464,62.7859,62.9347,63,62.7057,62.2999,62.3415,62.6206,62.6764,62.7667,62.745,63.0737,63.1128
7.40119,17.749,36.5969,28.6853,34.8946,29.7942,29.6985,44.7635,35.5802,37.651,44.6457,44.4707,44.6645,48.7257,46.7775,47.6058,48.9906,50.5134,49.8774,49.3883,50.4663,52.8774,52.6653,53.5133,52.8963,53.4988,54.3079,53.8965,53.6717,53.5343,52.9906,54.2739,53.8965,53.9111,53.9045,54.2739,54.7881,54.4728,54.4389,54.5763,54.7881,54.8156,54.9045,55.4045,54.8286,55.506,54.7816,54.9175,54.945,55.9789,55.7846,52.6742
5.88647,18.4579,15.7313,20.976,14.7133,38.9368,18.4839,33.8205,27.825,20.426,39.6472,35.338,45.5999,41.9106,48,46.5462,47.5509,47.9064,49.761,49.8685,52.3554,51.9093,52.579,51.8461,52.5045,52.647,52.2665,52.9725,52.6875,52.9594,53,53.5582,53.5787,54.4723,53.8461,53.7254,54.5925,54.6261,53.6517,54.6261,54.6794,54.5326,54.7996,54.8328,54.5792,55.4964,55.651,54.933,55.7585,55.4832,55.5229,54.8923
1.93201,6.94923,3.70298,5.75487,20.531,30.7626,18.5724,7.77324,30.824,36.499,41.5763,48.6533,39.8735,46.4623,50.413,47.9371,50.5265,49.7133,48.9533,49.88,50.4197,49.98,50.98,50.8066,50.9133,50.98,50.8732,51.5529,51.3195,51.8865,51.5998,52.409,51.7732,51.7532,52.3816,52.375,52.3541,51.8798,52.5986,52.6744,52.8104,52.5724,52.8091,52.966,52.8235,53.4625,53.5163,53.5014,53.6329,52.9385,53.8982,57.5357
19.5321,22.7698,23.5842,26.7633,24.848,26.9725,37.7427,31.606,46.5835,38.7466,49.556,43.6584,52.6875,50.8199,51.7411,51.9093,52.6394,52.9186,52.7651,52.7744,52.6062,52.9906,53.7801,53.793,53.8755,54.517,54.4633,54.4905,54.4706,54.4839,54.4235,54.665,54.665,54.7651,54.7386,54.6849,55.3672,55.5032,54.7924,54.9264,54.7453,55.5646,55.3672,55.5581,55.5921,55.7751,55.932,55.8366,56.4368,55.8575,56.4496,51.4409
6.45439,17.7816,17.9045,34.5625,17.9867,25.7345,28.6862,45.8366,41.7073,46.5403,47.6031,45.5241,50.652,48.6744,48.4574,51.4851,52.3814,53.3826,52.7039,51.6977,53.824,55.5376,54.6542,55.6699,55.5945,56.6304,55.4717,55.7407,56.8626,57.5825,56.9426,58.2949,57.7772,58.7772,58.4033,58.8344,58.9479,59.1844,58.9291,59.1844,59.3406,59.0094,59.1562,59.076,58.7209,59.8946,59.5489,59.5489,59.729,59.5489,59.6769,62.1666
12.4029,1.59066,5.69268,7.79648,30.5616,28.7015,23.8397,31.7336,49.4783,33.4004,43.3547,48.7214,52.3564,55.9851,55.4491,54.6098,57.4718,59.3472,57.6656,58.6461,58.9131,59.1069,59.7943,59.4072,59.8946,59.6945,61.457,60.4733,60.8024,60.9359,61.3235,61.0673,61.2432,61.6038,61.3096,61.9742,61.9825,62.0242,61.6837,62.3942,62.4584,62.3382,62.8053,62.7919,63.0323,62.9857,62.608,62.8655,63.2927,63.3263,63.3263,63.8191
28.8317,17.6302,14.9641,32.7116,16.4364,37.4889,43.3343,35.703,25.762,40.9,37.6573,48.5255,50.9434,50.6556,49.8509,51.5093,50.7735,52.5667,51.6373,52.7073,52.4683,53.8465,52.6501,52.8685,53.6997,53.8665,53.9333,53.6864,54.7374,54.6507,54.7164,54.8477,54.803,54.6866,54.8389,54.9045,54.943,54.8985,55.5756,54.8179,54.8626,54.8896,54.9933,55.6936,55.7264,55.717,55.769,55.7313,55.7124,55.8303,55.6936,65.1123
17.6116,14.3654,15.8118,13.4825,28.96,44.8849,30.9,33.8544,54.65,46.898,34.3705,45.7267,48.8652,44.5973,55.3384,55.4142,57.6147,56.9933,59.7391,60.4187,60.3618,60.4905,62.8606,63.6003,63.8423,65.1932,63.6314,62.8786,64.7379,64.4194,64.1275,64.9896,65.1047,66.8222,65.9933,66.4249,66.2956,66.0428,66.632,65.6592,67.7278,67.8587,66.0738,66.874,67.0861,66.7954,67.2158,67.714,66.9436,68.3035,67.5844,56.7379
17.9733,23.3695,12.4874,29.8672,21.9189,18.426,39.9396,42.9702,40.8813,36.6064,47.5365,48.6879,48.5888,48.4475,49.4666,49.76,50.478,49.9133,49.9867,50.5139,49.9,50.654,51.5089,50.9702,51.7592,51.6883,51.7829,51.7592,51.9623,51.8632,51.9197,52.5802,52.5506,52.7152,52.7994,52.7425,52.8861,52.8712,52.8774,53.4789,52.922,52.9368,52.8861,52.7784,52.9282,52.9492,52.8923,52.8923,53.5388,52.9515,53.5925,59.3622
3.86128,12.8793,16.9093,22.9667,21.4079,34.9717,18.3362,37.9404,22.6261,44.5618,43.7591,43.7106,41.4972,44.9519,47.5107,44.7689,45.8608,49.3076,48.865,48.9131,49.393,49.7532,50.7725,51.8658,51.9906,52.749,52.6015,52.9789,52.9029,53.641,54.52,53.8925,53.8834,54.4925,54.5879,54.6076,54.7227,55.473,54.9385,54.8575,54.9725,55.4996,54.7698,55.5396,55.6664,55,54.966,55.6198,55.6398,55.6,55.733,60.9602
27.4145,21.8718,27.6941,31.6502,32.945,43.3109,41.7881,38.5437,33.7227,38.7299,41.8915,49.7781,52.5998,52.6999,56.5677,55.9906,56.9702,59.2627,58.852,59.5996,59.9756,59.9401,59.9593,60.145,61.1825,61.0534,60.9683,60.6805,61.027,61.0768,61.3331,61.4415,61.685,61.5121,62.0908,61.9473,62.1884,61.8826,62.3668,62.1381,62.5963,61.842,62.6358,62.7555,62.1483,62.1851,63.0691,63.3707,63.2711,63.1674,63.5346,61.6931
44.669,25.9093,64.473,25.4865,25.96,33.769,47.7019,48.7218,43.511,45.8269,53.6551,59.9139,60.4069,55.848,58.7214,60.1267,63.2729,63.7124,63.2361,65.1187,63.9207,66.6574,66.8794,66.3728,65.7414,67.6033,67.6339,67.7004,69.6225,68.9224,69.0692,69.1028,68.9783,70.4084,70.568,70.1812,70.2211,70.4583,70.4161,71.3407,70.6231,71.5805,70.1207,70.6517,72.2795,70.4904,70.0479,71.4503,70.6857,69.6668,70.6524,60.0943
15.3775,11.9789,15.6076,22.2862,16.598,24.876,25.4865,16.6245,24.7946,27.5474,43.495,51.9255,50.4114,49.8118,51.8169,51.9594,50.4323,52.7968,52.8771,52.9434,53.6022,54.5326,53.924,53.9515,54.3525,54.3991,54.3055,54.5729,54.8332,54.2722,54.7596,54.6661,54.6528,54.7197,54.98,54.8998,54.8665,54.693,55.3991,54.9867,55.6528,55.5392,55.7463,55.5392,55.5126,55.6727,55.6195,55.8129,55.6461,55.9197,55.8465,53.8465
24.8732,11.9811,18.738,19.5418,15.5892,15.4148,23.4482,20.693,15.3533,20.4263,36.9186,43.6535,47.8865,37.9157,30.4728,53.9368,47.9264,53.7892,54.6252,49.8998,53.2621,57.2895,55.5133,56.4179,56.6507,56.8221,57,56.8771,55.9906,56.8496,57.4434,57,57.3317,57.4013,57.4793,57.5067,57.473,57.3949,57.3886,57.473,56.9851,57.6479,57.6564,57.5573,57.6416,57.6268,57.943,57.6332,57.8103,58.4381,58.5133,58.4103
38.6147,11.9851,34.9667,20.5551,20.7667,23.4431,34.769,41.9246,43.7392,53.6716,57.9851,52.5286,54.8067,58.5357,57.8923,59.5952,60.7079,60.0998,61.5796,59.435,60.75,61.6428,61.4348,61.7706,61.7806,63.0143,63.2511,63.9753,63.4885,64.8632,64.0897,64.6362,64.6872,66.6674,64.8796,65.6903,66.7381,66.387,66.8422,66.3845,66.7933,66.9262,67.501,67.0707,67.6874,67.9004,68.9336,67.4765,68.2619,68.1839,68.7703,59.1879
8.99057,45.8658,16.7304,17.7057,24.7823,43.9146,30.8608,39.7807,48.6452,30.943,37.7837,54.9385,49.83,51.6361,51.9165,53.8569,54.9717,53.7681,53.8867,55.89,55.6491,57.5122,56.5188,56.7161,56.8235,57.3414,57.641,57.3562,58.6093,58.3616,58.5823,58.3081,58.3467,58.654,58.8179,58.4929,58.6629,58.3109,59.4265,58.7942,58.8747,58.5227,59.2566,59.0094,58.7076,58.7136,58.7644,58.7583,58.8538,59.2505,59.3222,63.9526
35.8685,24.9623,3.92636,15.2868,22.8685,17.5815,23.9515,40.2319,44.504,46.6216,50.7461,57.4001,52.4603,60.4926,60.2186,60.2818,60.7884,62.2024,60.7456,60.5559,61.182,60.7034,61.1461,61.1461,61.688,62.2935,61.804,62.8703,62.5888,63.1164,62.9213,62.3204,63.4011,63.6233,63.7161,63.8278,64.1166,63.7498,64.2074,64.0868,63.5139,63.8814,64.496,64.24,64.4253,65.4107,65.3056,64.9177,64.5559,64.7874,64.806,61.0797
