9.86902,0.78203,4.45341,0.953333,0.964099,4.82912,11.9064,21.7573,5.73762,9.30551,8.38939,21.6645,16.4952,12.4639,20.4455,20.7453,18.8056,19.5357,0.78813,0.949228,0.986667,3.69933,1.7088,1.717,1.6749,1.7848,2.82615,7.75908,23.3619,38.8328,24.933,32.4914,37.6551,37.6645,46.7541,41.7259,26.7015,44.6058,41.9291,46.8834,41.8062,38.2962,40.8658,42.669,41.6268,34.824,41.9573,40.7615,43.709,40.505,33.9789,38.7093
20.9463,21.4947,21.7093,21.6187,21.8853,15.7701,30.4192,19.9111,22.5849,21.924,21.4613,20.6876,21.9093,22.713,21.7667,22.5998,21.7667,22.4054,21.6907,24.4793,22.4923,22.4683,22.6089,26.4531,42.9057,24.9133,22.57,26.7313,22.4865,22.4443,22.4774,22.5791,22.5907,21.9146,21.7187,22.594,22.4923,21.9186,21.8907,22.5758,22.5849,21.852,22.825,22.5849,22.594,33.9611,22.4774,21.752,21.8813,21.9045,33.6333,25.8439
2.44302,3.40847,10.3488,31.5731,11.3897,1.97333,5.59153,21.924,28.669,16.4098,18.83,17.8896,16.3274,21.4971,19.9789,53.7913,31.5598,27.3865,23.7304,23.92,22.6232,38.6597,40.8598,42.818,53.672,41.8706,50.8067,52.9933,41.7541,40.8312,48.7267,49.8439,46.469,40.9851,43.4804,25.924,54.8771,48.8836,48.3629,30.9641,39.7772,28.9933,27.4648,39.9223,33.9396,39.6246,33.9057,22.4603,26.7392,45.9009,23.7532,31.517
1.54878,10.3675,17.6117,2.67931,1.69919,3.81791,27.3317,7.4169,20.841,16.9246,27.8598,32.5979,10.4639,1.35138,11.5454,3.66527,22.9667,17.637,25.5147,16.5375,26.4984,18.7019,38.7199,36.7784,17.8923,25.5,5.83862,16.749,23.8394,27.6528,17.6606,27.4789,28.6739,35.6634,27.5889,36.852,34.9519,39.3799,17.7024,27.6927,24.5842,35.4798,39.4198,33.6716,45.8118,33.7055,49.5907,20.8627,29.5075,45.8836,28.8114,23.353
1.40372,6.87743,15.6645,17.8038,13.594,16.9594,1.33574,0.993333,1,1.64818,2.43333,47.7225,50.7718,5.44159,1.5659,1.52535,1.82349,1.8328,1.7895,4.94923,1.82615,1.70186,11.4013,28.8056,6.6997,6.61947,10.7246,45.8509,15.5506,25.6358,33.8925,34.785,38.6599,14.836,46.8586,14.7454,27.4228,44.6283,54.6879,49.7764,22.5039,20.9396,53.4596,30.7218,38.5599,21.3357,31.6051,29.4686,22.4208,27.9368,38.9533,50.8002
15.6876,1.93333,11.5609,17.8199,27.406,28.88,10.5311,15.3794,27.5521,21.9573,32.5825,12.5866,31.6063,20.5133,4.63975,10.5177,30.8394,26.8148,35.6153,31.6558,18.5873,34.5184,20.7066,33.924,46.6148,44.4449,43.6667,29.3839,30.6507,25.8813,26.8394,15.9733,16.8798,19.866,17.6543,18.8313,18.976,19.3578,18.9146,17.4076,18.5597,18.8771,18.945,18.761,16.8118,16.864,16.8869,18.8982,17.7584,18.5229,18.5373,31.9851
0.98,0.806667,1.39686,21.9093,33.7592,27.5855,29.3622,12.9789,12.4184,35.9123,17.5975,34.9463,31.9123,23.8431,11.7066,40.4212,22.9463,38.5662,27.4783,28.6431,38.6228,32.6976,24.3743,37.8502,21.8598,37.4897,21.4696,35.9519,34.9717,27.4783,40.4124,38.4258,48.8925,36.8271,41.922,35.4969,24.8957,31.8104,23.7895,34.9103,27.7895,33.865,39.889,25.5372,40.6121,43.4705,32.5262,36.5227,24.3799,36.7048,28.6152,14.5936
11.9667,6.94793,10.8925,17.4493,26.4615,45.6195,29.6331,2.78532,43.6199,23.4947,33.8956,31.8143,15.9702,46.4125,28.5303,40.5358,39.5147,31.6558,38.6457,35.4807,27.8112,35.5045,28.5568,33.4454,33.8956,44.9594,33.8062,11.9427,55.8121,36.98,34.9492,33.6864,40.4888,36.7246,34.8861,53.4727,36.9197,47.5088,33.687,36.785,11.6117,28.9725,22.4959,24.355,14.9717,32.924,32.7651,32.637,33.517,33.9194,32.7445,35.5
8.9,0.961127,0.973333,2.45187,0.972513,0.961127,19.4836,2.93963,7.75917,7.88187,0.964099,0.972513,2.69268,7.48966,24.4733,18.9111,10.7772,2.69326,10.738,19.6404,13.686,10.6551,15.7435,35.8561,9.85198,10.3148,9.41904,17.5858,21,9.85198,8.56462,18.5182,9.70599,19.477,9.45897,31.8313,8.4984,0.931362,6.82463,8,19.6358,1.32052,0.918623,13.3521,0.98,2.84886,0.66,0.66,7.90932,1.6849,1.31411,1.69218
2.80179,14.5592,16.5847,1.85333,20.4106,16.8067,16.8161,17.717,16.8632,13.5989,12.4533,15.8821,19.4749,17.665,15.8349,17.4152,17.5376,17.9434,17.5237,29.4223,27.5454,18.9578,26.6119,38.7585,49.5945,8.22346,25.4623,16.4811,26.8018,43.4527,48.9385,56.4639,23.7663,41.613,40.9933,42.9197,25.8594,29.9851,30.669,35.6286,30.7193,36.6273,26.4656,30.3533,31.5824,38.7246,39.8461,48.9385,33.747,30.9093,30.6993,20.4412
